Tag,Title,Authors,Month,Year,JournalRef
Vig_2014_CVPR,Large-Scale Optimization of Hierarchical Features for Saliency Prediction in Natural Images,"Vig, Eleonora and Dorr, Michael and Cox, David",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2798-2805"
Li_2014_CVPR,Saliency Detection on Light Field,"Li, Nianyi and Ye, Jinwei and Ji, Yu and Ling, Haibin and Yu, Jingyi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2806-2813"
Zhu_2014_CVPR,Saliency Optimization from Robust Background Detection,"Zhu, Wangjiang and Liang, Shuang and Wei, Yichen and Sun, Jian",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2814-2821"
Shi_2014_CVPR,A Reverse Hierarchy Model for Predicting Eye Fixations,"Shi, Tianlin and Liang, Ming and Hu, Xiaolin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2822-2829"
Zhang_2014_CVPR,100+ Times Faster Weighted Median Filter (WMF),"Zhang, Qi and Xu, Li and Jia, Jiaya",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2830-2837"
Hua_2014_CVPR,Edge-aware Gradient Domain Optimization Framework for Image Filtering by Local Propagation,"Hua, Miao and Bie, Xiaohui and Zhang, Minying and Wang, Wencheng",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2838-2845"
Singh_2014_CVPR,Super-Resolving Noisy Images,"Singh, Abhishek and Porikli, Fatih and Ahuja, Narendra",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2846-2853"
Chen_2014_CVPR,Sparse Dictionary Learning for Edit Propagation of High-Resolution Images,"Chen, Xiaowu and Zou, Dongqing and Li, Jianwei and Cao, Xiaochun and Zhao, Qinping and Zhang, Hao",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2854-2861"
Gu_2014_CVPR,Weighted Nuclear Norm Minimization with Application to Image Denoising,"Gu, Shuhang and Zhang, Lei and Zuo, Wangmeng and Feng, Xiangchu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2862-2869"
Zhang_2014_CVPR,Using Projection Kurtosis Concentration Of Natural Images For Blind Noise Covariance Matrix Estimation,"Zhang, Xing and Lyu, Siwei",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2870-2876"
Tang_2014_CVPR,Blind Image Quality Assessment using Semi-supervised Rectifier Networks,"Tang, Huixuan and Joshi, Neel and Kapoor, Ashish",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2877-2884"
Fang_2014_CVPR,Separable Kernel for Image Deblurring,"Fang, Lu and Liu, Haifeng and Wu, Feng and Sun, Xiaoyan and Li, Houqiang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2885-2892"
Hu_2014_CVPR,Joint Depth Estimation and Camera Shake Removal from Single Blurry Image,"Hu, Zhe and Xu, Li and Yang, Ming-Hsuan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2893-2900"
Pan_2014_CVPR,Deblurring Text Images via L0-Regularized Intensity and Gradient Prior,"Pan, Jinshan and Hu, Zhe and Su, Zhixun and Yang, Ming-Hsuan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2901-2908"
Perrone_2014_CVPR,Total Variation Blind Deconvolution: The Devil is in the Details,"Perrone, Daniele and Favaro, Paolo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2909-2916"
Zhu_2014_CVPR,Single Image Super-resolution using Deformable Patches,"Zhu, Yu and Zhang, Yanning and Yuille, Alan L.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2917-2924"
Zhang_2014_CVPR,"Multi-Shot Imaging: Joint Alignment, Deblurring and Resolution-Enhancement","Zhang, Haichao and Carin, Lawrence",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2925-2932"
Yue_2014_CVPR,CID: Combined Image Denoising in Spatial and Frequency Domains Using Web Images,"Yue, Huanjing and Sun, Xiaoyan and Yang, Jingyu and Wu, Feng",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2933-2940"
Tan_2014_CVPR,Multipoint Filtering with Local Polynomial Approximation and Range Guidance,"Tan, Xiao and Sun, Changming and Pham, Tuan D.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2941-2948"
Peng_2014_CVPR,Decomposable Nonlocal Tensor Dictionary Learning for Multispectral Image Denoising,"Peng, Yi and Meng, Deyu and Xu, Zongben and Gao, Chenqiang and Yang, Yi and Zhang, Biao",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2949-2956"
Huang_2014_CVPR,Robust 3D Features for Matching between Distorted Range Scans Captured by Moving Systems,"Huang, Xiangqi and Zheng, Bo and Masuda, Takeshi and Ikeuchi, Katsushi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2957-2964"
Shi_2014_CVPR,Discriminative Blur Detection Features,"Shi, Jianping and Xu, Li and Jia, Jiaya",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2965-2972"
Pritts_2014_CVPR,"Detection, Rectification and Segmentation of Coplanar Repeated Patterns","Pritts, James and Chum, Ondrej and Matas, Jiri",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2973-2980"
Cicconet_2014_CVPR,Mirror Symmetry Histograms for Capturing Geometric Properties in Images,"Cicconet, Marcelo and Geiger, Davi and Gunsalus, Kristin C. and Werman, Michael",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2981-2986"
Yan_2014_CVPR,A Learning-to-Rank Approach for Image Color Enhancement,"Yan, Jianzhou and Lin, Stephen and Bing Kang, Sing and Tang, Xiaoou",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2987-2994"
Tang_2014_CVPR,Investigating Haze-relevant Features in A Learning Framework for Image Dehazing,"Tang, Ketan and Yang, Jianchao and Wang, Jue",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2995-3000"
Chen_2014_CVPR,Quality Assessment for Comparing Image Enhancement Algorithms,"Chen, Zhengying and Jiang, Tingting and Tian, Yonghong",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3003-3010"
Xiao_2014_CVPR,Shadow Removal from Single RGB-D Images,"Xiao, Yao and Tsougenis, Efstratios and Tang, Chi-Keung",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3011-3018"
Xu_2014_CVPR,Manifold Based Dynamic Texture Synthesis from Extremely Few Samples,"Xu, Hongteng and Zha, Hongyuan and Davenport, Mark A.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3019-3026"
Dai_2014_CVPR,The Synthesizability of Texture Examples,"Dai, Dengxin and Riemenschneider, Hayko and Van Gool, Luc",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3027-3034"
Glowacki_2014_CVPR,Reconstructing Evolving Tree Structures in Time Lapse Sequences,"Glowacki, Przemyslaw and Amavel Pinheiro, Miguel and Turetken, Engin and Sznitman, Raphael and Lebrecht, Daniel and Kybic, Jan and Holtmaat, Anthony and Fua, Pascal",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3035-3042"
Xu_2014_CVPR,Total-Variation Minimization on Unstructured Volumetric Mesh: Biophysical Applications on Reconstruction of 3D Ischemic Myocardium,"Xu, Jingjia and Rahimi Dehaghani, Azar and Gao, Fei and Wang, Linwei",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3043-3050"
Wang_2014_CVPR,Tracking on the Product Manifold of Shape and Orientation for Tractography from Diffusion MRI,"Wang, Yuanxiang and Salehian, Hesamoddin and Cheng, Guang and Vemuri, Baba C.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3051-3056"
Cheng_2014_CVPR,Curvilinear Structure Tracking by Low Rank Tensor Approximation with Model Propagation,"Cheng, Erkang and Pang, Yu and Zhu, Ying and Yu, Jingyi and Ling, Haibin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3057-3064"
Ledig_2014_CVPR,Patch-based Evaluation of Image Segmentation,"Ledig, Christian and Shi, Wenzhe and Bai, Wenjia and Rueckert, Daniel",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3065-3072"
Hermann_2014_CVPR,Evaluation of Scan-Line Optimization for 3D Medical Image Registration,"Hermann, Simon",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3073-3080"
Zhou_2014_CVPR,Classification of Histology Sections via Multispectral Convolutional Sparse Coding,"Zhou, Yin and Chang, Hang and Barner, Kenneth and Spellman, Paul and Parvin, Bahram",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3081-3088"
Zhu_2014_CVPR,Matrix-Similarity Based Loss Function and Feature Selection for Alzheimer's Disease Diagnosis,"Zhu, Xiaofeng and Suk, Heung-Il and Shen, Dinggang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3089-3096"
Zhou_2014_CVPR,Discriminative Sparse Inverse Covariance Matrix: Application in Brain Functional Network Classification,"Zhou, Luping and Wang, Lei and Ogunbona, Philip",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3097-3104"
Qureshi_2014_CVPR,A Bayesian Framework For the Local Configuration of Retinal Junctions,"Ahmad Qureshi, Touseef and Hunter, Andrew and Al-Diri, Bashir",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3105-3110"
Sanroma_2014_CVPR,Learning-Based Atlas Selection for Multiple-Atlas Segmentation,"Sanroma, Gerard and Wu, Guorong and Gao, Yaozong and Shen, Dinggang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3111-3117"
Ngo_2014_CVPR,Fully Automated Non-rigid Segmentation with Distance Regularized Level Set Evolution Initialized and Constrained by Deep-structured Inference,"Anh Ngo, Tuan and Carneiro, Gustavo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3118-3125"
Sundaramoorthi_2014_CVPR,FAST LABEL: Easy and Efficient Solution of Joint Multi-Label and Estimation Problems,"Sundaramoorthi, Ganesh and Hong, Byung-Woo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3126-3133"
Yanulevskaya_2014_CVPR,Learning to Group Objects,"Yanulevskaya, Victoria and Uijlings, Jasper and Sebe, Nicu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3134-3141"
Wang_2014_CVPR,Unsupervised Multi-Class Joint Image Segmentation,"Wang, Fan and Huang, Qixing and Ovsjanikov, Maks and Guibas, Leonidas J.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3142-3149"
Ahmed_2014_CVPR,Semantic Object Selection,"Ahmed, Ejaz and Cohen, Scott and Price, Brian",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3150-3157"
Donoser_2014_CVPR,Discrete-Continuous Gradient Orientation Estimation for Faster Image Segmentation,"Donoser, Michael and Schmalstieg, Dieter",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3158-3165"
Fu_2014_CVPR,Object-based Multiple Foreground Video Co-segmentation,"Fu, Huazhu and Xu, Dong and Zhang, Bao and Lin, Stephen",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3166-3173"
Tonge_2014_CVPR,Parsing World's Skylines using Shape-Constrained MRFs,"Tonge, Rashmi and Maji, Subhransu and Jawahar, C. V.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3174-3181"
Yang_2014_CVPR,Clothing Co-Parsing by Joint Image Segmentation and Labeling,"Yang, Wei and Luo, Ping and Lin, Liang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3182-3189"
Xu_2014_CVPR,Tell Me What You See and I will Show You Where It Is,"Xu, Jia and Schwing, Alexander G. and Urtasun, Raquel",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3190-3197"
Chen_2014_CVPR,Beat the MTurkers: Automatic Image Labeling from Weak 3D Supervision,"Chen, Liang-Chieh and Fidler, Sanja and Yuille, Alan L. and Urtasun, Raquel",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3198-3205"
Cohen_2014_CVPR,Efficient Structured Parsing of Facades Using Dynamic Programming,"Cohen, Andrea and Schwing, Alexander G. and Pollefeys, Marc",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3206-3213"
Zheng_2014_CVPR,Dense Semantic Image Segmentation with Objects and Attributes,"Zheng, Shuai and Cheng, Ming-Ming and Warrell, Jonathan and Sturgess, Paul and Vineet, Vibhav and Rother, Carsten and Torr, Philip H. S.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3214-3221"
Heide_2014_CVPR,Diffuse Mirrors: 3D Reconstruction from Diffuse Indirect Illumination Using Inexpensive Time-of-Flight Sensors,"Heide, Felix and Xiao, Lei and Heidrich, Wolfgang and Hullin, Matthias B.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3222-3229"
Lin_2014_CVPR,Fourier Analysis on Transient Imaging with a Multifrequency Time-of-Flight Camera,"Lin, Jingyu and Liu, Yebin and Hullin, Matthias B. and Dai, Qionghai",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3230-3237"
Ma_2014_CVPR,Transparent Object Reconstruction via Coded Transport of Intensity,"Ma, Chenguang and Lin, Xing and Suo, Jinli and Dai, Qionghai and Wetzstein, Gordon",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3238-3245"
O'Toole_2014_CVPR,3D Shape and Indirect Appearance by Structured Light Transport,"O'Toole, Matthew and Mather, John and Kutulakos, Kiriakos N.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3246-3253"
Chang_2014_CVPR,Shape-Preserving Half-Projective Warps for Image Stitching,"Chang, Che-Han and Sato, Yoichi and Chuang, Yung-Yu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3254-3261"
Zhang_2014_CVPR,Parallax-tolerant Image Stitching,"Zhang, Fan and Liu, Feng",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3262-3269"
Divvala_2014_CVPR,Learning Everything about Anything: Webly-Supervised Visual Concept Learning,"Divvala, Santosh K. and Farhadi, Ali and Guestrin, Carlos",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3270-3277"
Kobayashi_2014_CVPR,Dirichlet-based Histogram Feature Transform for Image Classification,"Kobayashi, Takumi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3278-3285"
Cheng_2014_CVPR,BING: Binarized Normed Gradients for Objectness Estimation at 300fps,"Cheng, Ming-Ming and Zhang, Ziming and Lin, Wen-Yan and Torr, Philip",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3286-3293"
Yang_2014_CVPR,Context Driven Scene Parsing with Attention to Rare Classes,"Yang, Jimei and Price, Brian and Cohen, Scott and Yang, Ming-Hsuan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3294-3301"
Walker_2014_CVPR,Patch to the Future: Unsupervised Visual Prediction,"Walker, Jacob and Gupta, Abhinav and Hebert, Martial",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3302-3309"
Jegou_2014_CVPR,Triangulation Embedding and Democratic Aggregation for Image Search,"Jegou, Herve and Zisserman, Andrew",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3310-3317"
Yuan_2014_CVPR,Low-Cost Compressive Sensing for Color Video and Depth,"Yuan, Xin and Llull, Patrick and Liao, Xuejun and Yang, Jianbo and Brady, David J. and Sapiro, Guillermo and Carin, Lawrence",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3318-3325"
Xiao_2014_CVPR,Aliasing Detection and Reduction in Plenoptic Imaging,"Xiao, Zhaolin and Wang, Qing and Zhou, Guoqing and Yu, Jingyi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3326-3333"
Kemelmacher-Shlizerman_2014_CVPR,Illumination-Aware Age Progression,"Kemelmacher-Shlizerman, Ira and Suwajanakorn, Supasorn and Seitz, Steven M.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3334-3341"
Hwang_2014_CVPR,Color Transfer Using Probabilistic Moving Least Squares,"Hwang, Youngbae and Lee, Joon-Young and So Kweon, In and Joo Kim, Seon",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3342-3349"
Ji_2014_CVPR,Image Pre-compensation: Balancing Contrast and Ringing,"Ji, Yu and Ye, Jinwei and Bing Kang, Sing and Yu, Jingyi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3350-3357"
Zhou_2014_CVPR,Time-Mapping Using Space-Time Saliency,"Zhou, Feng and Bing Kang, Sing and Cohen, Michael F.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3358-3365"
Park_2014_CVPR,Gyro-Based Multi-Image Deconvolution for Removing Handshake Blur,"Hee Park, Sung and Levoy, Marc",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3366-3373"
Li_2014_CVPR,Similarity-Aware Patchwork Assembly for Depth Image Super-Resolution,"Li, Jing and Lu, Zhichao and Zeng, Gang and Gan, Rui and Zha, Hongbin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3374-3381"
Hu_2014_CVPR,Deblurring Low-light Images with Light Streaks,"Hu, Zhe and Cho, Sunghyun and Wang, Jue and Yang, Ming-Hsuan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3382-3389"
Lu_2014_CVPR,Depth Enhancement via Low-rank Matrix Completion,"Lu, Si and Ren, Xiaofeng and Liu, Feng",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3390-3397"
Nguyen_2014_CVPR,Raw-to-Raw: Mapping between Image Sensor Color Responses,"Nguyen, Rang and Prasad, Dilip K. and Brown, Michael S.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3398-3405"
Yang_2014_CVPR,DAISY Filter Flow: A Generalized Discrete Approach to Dense Correspondences,"Yang, Hongsheng and Lin, Wen-Yan and Lu, Jiangbo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3406-3413"
Crivellaro_2014_CVPR,Robust 3D Tracking with Descriptor Fields,"Crivellaro, Alberto and Lepetit, Vincent",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3414-3421"
Oikonomidis_2014_CVPR,Evolutionary Quasi-random Search for Hand Articulations Tracking,"Oikonomidis, Iason and Lourakis, Manolis I.A. and Argyros, Antonis A.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3422-3429"
Kyriazis_2014_CVPR,Scalable 3D Tracking of Multiple Interacting Objects,"Kyriazis, Nikolaos and Argyros, Antonis",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3430-3437"
Alabort-i-Medina_2014_CVPR,Bayesian Active Appearance Models,"Alabort-i-Medina, Joan and Zafeiriou, Stefanos",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3438-3445"
Huang_2014_CVPR,Human Shape and Pose Tracking Using Keyframes,"Huang, Chun-Hao and Boyer, Edmond and Navab, Nassir and Ilic, Slobodan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3446-3453"
Poling_2014_CVPR,Better Feature Tracking Through Subspace Constraints,"Poling, Bryan and Lerman, Gilad and Szlam, Arthur",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3454-3461"
Lu_2014_CVPR,"Online Object Tracking, Learning and Parsing with And-Or Graphs","Lu, Yang and Wu, Tianfu and Chun Zhu, Song",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3462-3469"
Varas_2014_CVPR,Region-based Particle Filter for Video Object Segmentation,"Varas, David and Marques, Ferran",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3470-3477"
Wang_2014_CVPR,Visual Tracking via Probability Continuous Outlier Model,"Wang, Dong and Lu, Huchuan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3478-3485"
Lee_2014_CVPR,Visual Tracking Using Pertinent Patch Selection and Masking,"Lee, Dae-Youn and Sim, Jae-Young and Kim, Chang-Su",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3486-3493"
Kwon_2014_CVPR,Interval Tracker: Tracking by Interval Analysis,"Kwon, Junseok and Mu Lee, Kyoung",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3494-3501"
Jiang_2014_CVPR,Unifying Spatial and Attribute Selection for Distracter-Resilient Tracking,"Jiang, Nan and Wu, Ying",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3502-3509"
Zhu_2014_CVPR,Pedestrian Detection in Low-resolution Imagery by Learning Multi-scale Intrinsic Motion Structures (MIMS),"Zhu, Jiejie and Javed, Omar and Liu, Jingen and Yu, Qian and Cheng, Hui and Sawhney, Harpreet",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3510-3517"
Shi_2014_CVPR,Multi-target Tracking with Motion Context in Tensor Power Iteration,"Shi, Xinchu and Ling, Haibin and Hu, Weiming and Yuan, Chunfeng and Xing, Junliang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3518-3525"
Hornacek_2014_CVPR,SphereFlow: 6 DoF Scene Flow from RGB-D Pairs,"Hornacek, Michael and Fitzgibbon, Andrew and Rother, Carsten",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3526-3533"
Bao_2014_CVPR,Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,"Bao, Linchao and Yang, Qingxiong and Jin, Hailin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3534-3541"
Leal-Taixe_2014_CVPR,Learning an Image-based Motion Context for Multiple People Tracking,"Leal-Taixe, Laura and Fenzi, Michele and Kuznetsova, Alina and Rosenhahn, Bodo and Savarese, Silvio",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3542-3549"
Liu_2014_CVPR,Semi-Supervised Coupled Dictionary Learning for Person Re-identification,"Liu, Xiao and Song, Mingli and Tao, Dacheng and Zhou, Xingchen and Chen, Chun and Bu, Jiajun",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3550-3557"
Kong_2014_CVPR,What are You Talking About? Text-to-Image Coreference,"Kong, Chen and Lin, Dahua and Bansal, Mohit and Urtasun, Raquel and Fidler, Sanja",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3558-3565"
Zhang_2014_CVPR,Predicting Failures of Vision Systems,"Zhang, Peng and Wang, Jiuling and Farhadi, Ali and Hebert, Martial and Parikh, Devi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3566-3573"
Ushiku_2014_CVPR,Three Guidelines of Online Learning for Large-Scale Visual Recognition,"Ushiku, Yoshitaka and Hidaka, Masatoshi and Harada, Tatsuya",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3574-3581"
Gkioxari_2014_CVPR,Using k-Poselets for Detecting People and Localizing Their Keypoints,"Gkioxari, Georgia and Hariharan, Bharath and Girshick, Ross and Malik, Jitendra",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3582-3589"
Eigenstetter_2014_CVPR,Randomized Max-Margin Compositions for Visual Recognition,"Eigenstetter, Angela and Takami, Masato and Ommer, Bjorn",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3590-3597"
Chen_2014_CVPR,Large-Scale Visual Font Recognition,"Chen, Guang and Yang, Jianchao and Jin, Hailin and Brandt, Jonathan and Shechtman, Eli and Agarwala, Aseem and Han, Tony X.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3598-3605"
Cimpoi_2014_CVPR,Describing Textures in the Wild,"Cimpoi, Mircea and Maji, Subhransu and Kokkinos, Iasonas and Mohamed, Sammy and Vedaldi, Andrea",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3606-3613"
Sandeep_2014_CVPR,Relative Parts: Distinctive Parts for Learning Relative Attributes,"Sandeep, Ramachandruni N. and Verma, Yashaswi and Jawahar, C. V.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3614-3621"
Vedaldi_2014_CVPR,Understanding Objects in Detail with Fine-Grained Attributes,"Vedaldi, Andrea and Mahendran, Siddharth and Tsogkas, Stavros and Maji, Subhransu and Girshick, Ross and Kannala, Juho and Rahtu, Esa and Kokkinos, Iasonas and Blaschko, Matthew B. and Weiss, David and Taskar, Ben and Simonyan, Karen and Saphra, Naomi and Mohamed, Sammy",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3622-3629"
Christie_2014_CVPR,Predicting User Annoyance Using Visual Attributes,"Christie, Gordon and Parkash, Amar and Krothapalli, Ujwal and Parikh, Devi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3630-3637"
Deng_2014_CVPR,Linear Ranking Analysis,"Deng, Weihong and Hu, Jiani and Guo, Jun",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3638-3645"
Paulin_2014_CVPR,Transformation Pursuit for Image Classification,"Paulin, Mattis and Revaud, Jerome and Harchaoui, Zaid and Perronnin, Florent and Schmid, Cordelia",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3646-3653"
