_id,Tag,Title,Authors,Month,Year,JournalRef,Up_System
1205,arXiv:1811.05773,LoANs: Weakly Supervised Object Detection with Localizer Assessor Networks,"Christian Bartz, Haojin Yang, Joseph Bethge, Christoph Meinel",November,2018,,CM
1206,arXiv:1811.05760,A Multimodal Approach towards Emotion Recognition of Music using Audio and Lyrical Content,"Aniruddha Bhattacharya, K. V. Kadambari",October,2018,,CM
1207,arXiv:1811.05699,A Radiomics Approach to Traumatic Brain Injury Prediction in CT Scans,"Ezequiel de la Rosa, Diana M. Sima, Thijs Vande Vyvere, Jan S. Kirschke, Bjoern Menze",November,2018,,CM
1208,arXiv:1811.05625,How Drones Look: Crowdsourced Knowledge Transfer for Aerial Video Saliency Prediction,"Kui Fu, Jia Li, Hongze Shen, Yonghong Tian",November,2018,,CM
1209,arXiv:1811.05621,Style and Content Disentanglement in Generative Adversarial Networks,"Hadi Kazemi, Seyed Mehdi Iranmanesh, Nasser M. Nasrabadi",November,2018,,CM
1210,arXiv:1811.05588,YOLO-LITE: A Real-Time Object Detection Algorithm Optimized for Non-GPU Computers,"Jonathan Pedoeem, Rachel Huang",November,2018,,CM
1211,arXiv:1811.05531,Interactive dimensionality reduction using similarity projections,"Dimitris Spathis, Nikolaos Passalis, Anastasios Tefas",November,2018,,CM
1212,arXiv:1811.05416,Home Activity Monitoring using Low Resolution Infrared Sensor,"Lili Tao, Timothy Volonakis, Bo Tan, Yanguo Jing, Kevin Chetty, Melvyn Smith",November,2018,,CM
1213,arXiv:1811.05389,Hallucinating Point Cloud into 3D Sculptural Object,"Chun-Liang Li, Eunsu Kang, Songwei Ge, Lingyao Zhang, Austin Dill, Manzil Zaheer, Barnabas Poczos",November,2018,,CM
1214,arXiv:1811.05340,Detect or Track: Towards Cost-Effective Video Object Detection/Tracking,"Hao Luo, Wenxuan Xie, Xinggang Wang, Wenjun Zeng",November,2018,,CM
1215,arXiv:1811.05304,Self-Supervised Learning of Depth and Camera Motion from 360 Videos,"Fu-En Wang, Hou-Ning Hu, Hsien-Tzu Cheng, Juan-Ting Lin, Shang-Ta Yang, Meng-Li Shih, Hung-Kuo Chu, Min Sun",November,2018,,CM
1216,arXiv:1811.05299,Distributionally Robust Semi-Supervised Learning for People-Centric Sensing,"Kaixuan Chen, Lina Yao, Dalin Zhang, Xiaojun Chang, Guodong Long, Sen Wang",November,2018,,CM
1217,arXiv:1811.05295,Pose Invariant 3D Face Reconstruction,"Lei Jiang, XiaoJun Wu, Josef Kittler",November,2018,,CM
1218,arXiv:1811.05255,Deep Neural Network Concepts for Background Subtraction: A Systematic Review and Comparative Evaluation,"Thierry Bouwmans, Sajid Javed, Maryam Sultana, Soon Ki Jung",November,2018,,CM
1219,arXiv:1811.05250,Modality Attention for End-to-End Audio-visual Speech Recognition,"Pan Zhou, Wenwen Yang, Wei Chen, Yanfeng Wang, Jia Jia",November,2018,,CM
1220,arXiv:1811.05243,BAN: Focusing on Boundary Context for Object Detection,"Yonghyun Kim, Taewook Kim, Bong-Nam Kang, Jieun Kim, Daijin Kim",November,2018,,CM
1221,arXiv:1811.05181,Gradient Harmonized Single-stage Detector,"Buyu Li, Yu Liu, Xiaogang Wang",November,2018,,CM
1222,arXiv:1811.05180,Child Gender Determination with Convolutional Neural Networks on Hand Radio-Graphs,"Mumtaz A. Kaloi, Kun He",November,2018,,CM
1223,arXiv:1811.05163,Vehicle Re-identification Using Quadruple Directional Deep Learning Features,"Jianqing Zhu, Huanqiang Zeng, Jingchang Huang, Shengcai Liao, Zhen Lei, Canhui Cai, LiXin Zheng",November,2018,,CM
1224,arXiv:1811.05147,Application of Faster R-CNN model on Human Running Pattern Recognition,"Kairan Yang, Feng Geng",November,2018,,CM
1225,arXiv:1811.05029,LookinGood: Enhancing Performance Capture with Real-time Neural Re-Rendering,"Ricardo Martin-Brualla, Rohit Pandey, Shuoran Yang, Pavel Pidlypenskyi, Jonathan Taylor, Julien Valentin, Sameh Khamis, Philip Davidson, Anastasia Tkach, Peter Lincoln, Adarsh Kowdle, Christoph Rhemann, Dan B Goldman, Cem Keskin, Steve Seitz, Shahram Izadi, Sean Fanello",November,2018,,CM
1226,arXiv:1811.05027,Generating faces for affect analysis,"Dimitrios Kollias, Shiyang Cheng, Evangelos Ververas, Irene Kotsia, Stefanos Zafeiriou",November,2018,,CM
1227,arXiv:1811.05014,NeXtVLAD: An Efficient Neural Network to Aggregate Frame-level Features for Large-scale Video Classification,"Rongcheng Lin, Jing Xiao, Jianping Fan",November,2018,,CM
1228,arXiv:1811.05013,Blindfold Baselines for Embodied QA,"Ankesh Anand, Eugene Belilovsky, Kyle Kastner, Hugo Larochelle, Aaron Courville",November,2018,,CM
1229,arXiv:1811.05006,A new approach for pedestrian density estimation using moving sensors and computer vision,"Eric K. Tokuda, Yitzchak Lockerman, Gabriel B. A. Ferreira, Ethan Sorrelgreen, David Boyle, Roberto M. Cesar-Jr., Claudio T. Silva",November,2018,,CM
1230,arXiv:1811.04989,OriNet: A Fully Convolutional Network for 3D Human Pose Estimation,"Chenxu Luo, Xiao Chu, Alan Yuille",November,2018,BMVC 2018 - Proceedings of the British Machine Vision Conference 2018,CM
1231,arXiv:1811.04907,Deep Learning versus Classical Regression for Brain Tumor Patient Survival Prediction,"Yannick Suter, Alain Jungo, Michael Rebsamen, Urspeter Knecht, Evelyn Herrmann, Roland Wiest, Mauricio Reyes",November,2018,,CM
1232,arXiv:1811.04893,Focusing on the Big Picture: Insights into a Systems Approach to Deep Learning for Satellite Imagery,"Ritwik Gupta, Carson D. Sestili, Javier A. Vazquez-Trejo, Matthew E. Gaston",November,2018,,CM
1233,arXiv:1811.04863,A Framework of Transfer Learning in Object Detection for Embedded Systems,"Ioannis Athanasiadis, Panagiotis Mousouliotis, Loukas Petrou",November,2018,,CM
1234,arXiv:1811.04817,A test case for application of convolutional neural networks to spatio-temporal climate data: Re-identifying clustered weather patterns,"Ashesh Chattopadhyay, Pedram Hassanzadeh, Saba Pasha",November,2018,,CM
1235,arXiv:1811.04778,Scene Parsing via Dense Recurrent Neural Networks with Attentional Selection,"Heng Fan, Peng Chu, Longin Jan Latecki, Haibin Ling",November,2018,,CM
1236,arXiv:1811.04772,Adaptive Target Recognition: A Case Study Involving Airport Baggage Screening,"Ankit Manerikar, Tanmay Prakash, Avinash C. Kak",November,2018,,CM
1237,arXiv:1811.04768,Learning data augmentation policies using augmented random search,"Mingyang Geng, Kele Xu, Bo Ding, Huaimin Wang, Lei Zhang",November,2018,,CM
1238,arXiv:1811.04756,Deep-learning the Latent Space of Light Transport,"Pedro Hermosilla, Sebastian Maisch, Tobias Ritschel, Timo Ropinski",November,2018,,CM
1239,arXiv:1811.04682,Learning Segmentation Masks with the Independence Prior,"Songmin Dai, Xiaoqiang Li, Lu Wang, Pin Wu, Weiqin Tong, Yimin Chen",November,2018,,CM
1240,arXiv:1811.04678,Towards Adversarial Denoising of Radar Micro-Doppler Signatures,"Karim Armanious, Sherif Abdulatif, Fady Aziz, Bernhard Kleiner, Bin Yang",November,2018,,CM
1241,arXiv:1811.04661,Proprties of biclustering algorithms and a novel biclustering technique based on relative density,"Namita Jain, Susmita Ghosh, Ashish Ghosh, C A Murthy",November,2018,,CM
1242,arXiv:1811.04645,Hallucinating very low-resolution and obscured face images,"Lianping Yang, Bin Shao, Ting Sun, Song Ding, Xiangde Zhang",December,2018,,CM
1243,arXiv:1811.04627,Parameterized Synthetic Image Data Set for Fisheye Lens,"Zhen Chen, Anthimos Georgiadis",November,2018,,CM
1244,arXiv:1811.04620,Depth Image Upsampling based on Guided Filter with Low Gradient Minimization,"Hang Yang, Zhongbo Zhang",November,2018,,CM
1245,arXiv:1811.04608,Matrix Product Operator Restricted Boltzmann Machines,"Cong Chen, Kim Batselier, Ching-Yun Ko, Ngai Wong",November,2018,,CM
1246,arXiv:1811.04602,Learning The Invisible: A Hybrid Deep Learning-Shearlet Framework for Limited Angle Computed Tomography,"T. A. Bubba, G. Kutyniok, M. Lassas, M. Mrz, W. Samek, S. Siltanen, V. Srinivasan",November,2018,,CM
1247,arXiv:1811.04595,Holistic Multi-modal Memory Network for Movie Question Answering,"Anran Wang, Anh Tuan Luu, Chuan-Sheng Foo, Hongyuan Zhu, Yi Tay, Vijay Chandrasekhar",November,2018,,CM
1248,arXiv:1811.04544,Visual Saliency Maps Can Apply to Facial Expression Recognition,"Zhenyue Qin, Jie Wu",November,2018,,CM
1249,arXiv:1811.04537,Identification of Internal Faults in Indirect Symmetrical Phase Shift Transformers Using Ensemble Learning,"Pallav Kumar Bera, Rajesh Kumar, Can Isik",November,2018,,CM
1250,arXiv:1811.04535,Road Damage Detection And Classification In Smartphone Captured Images Using Mask R-CNN,"Janpreet Singh, Shashank Shekhar",November,2018,,CM
1251,arXiv:1811.04507,An Interpretable Generative Model for Handwritten Digit Image Synthesis,"Yao Zhu, Saksham Suri, Pranav Kulkarni, Yueru Chen, Jiali Duan, C. -C. Jay Kuo",November,2018,,CM
1252,arXiv:1811.04491,Multiple Subspace Alignment Improves Domain Adaptation,"Kowshik Thopalli, Rushil Anirudh, Jayaraman J. Thiagarajan, Pavan Turaga",November,2018,,CM
1253,arXiv:1811.04463,Machine Learning with Abstention for Automated Liver Disease Diagnosis,"Kanza Hamid, Amina Asif, Wajid Abbasi, Durre Sabih, Fayyaz Minhas",November,2018,"15th IEEE International Conference on Frontiers of Information Technology (FIT 2017), December 18-20, 2017, Islamabad, Pakistan",CM
1254,arXiv:1811.04453,Pedestrian Collision Avoidance System (PeCAS): a Deep Learning Framework,Peetak Mitra,December,2018,,CM
1255,arXiv:1811.04437,A Progressively-trained Scale-invariant and Boundary-aware Deep Neural Network for the Automatic 3D Segmentation of Lung Lesions,"Bo Zhou, Randolph Crawford, Belma Dogdas, Gregory Goldmacher, Antong Chen",November,2018,,CM
1256,arXiv:1811.04407,An Initial Attempt of Combining Visual Selective Attention with Deep Reinforcement Learning,"Liu Yuezhang, Ruohan Zhang, Dana H. Ballard",November,2018,,CM
1257,arXiv:1811.04406,HSD-CNN: Hierarchically self decomposing CNN architecture using class specific filter sensitivity analysis,"K. Sai Ram, Jayanta Mukherjee, Amit Patra, Partha Pratim Das",November,2018,,CM
1258,arXiv:1811.04374,Fashion and Apparel Classification using Convolutional Neural Networks,"Alexander Schindler, Thomas Lidy, Stephan Karner, Matthias Hecker",November,2018,,CM
1259,arXiv:1811.04370,Improved Visual Relocalization by Discovering Anchor Points,"Soham Saha, Girish Varma, C. V. Jawahar",November,2018,,CM
1260,arXiv:1811.04358,Neural Generative Models for 3D Faces with Application in 3D Texture Free Face Recognition,"Ahmed ElSayed, Elif Kongar, Ausif Mahmood, Tarek Sobh, Terrance Boult",November,2018,,CM
1261,arXiv:1811.04346,Deep Face Quality Assessment,Vishal Agarwal,November,2018,,CM
1262,arXiv:1811.04323,Fully Convolutional Network with Multi-Step Reinforcement Learning for Image Processing,"Ryosuke Furuta, Naoto Inoue, Toshihiko Yamasaki",November,2018,,CM
1263,arXiv:1811.04312,Automatic Brain Structures Segmentation Using Deep Residual Dilated U-Net,"Hongwei Li, Andrii Zhygallo, Bjoern Menze",November,2018,,CM
1264,arXiv:1811.04309,Multi-label Object Attribute Classification using a Convolutional Neural Network,"Soubarna Banik, Mikko Lauri, Simone Frintrop",November,2018,,CM
1265,arXiv:1811.04303,PolyNeuron: Automatic Neuron Discovery via Learned Polyharmonic Spline Activations,"Andrew Hryniowski, Alexander Wong",November,2018,,CM
1266,arXiv:1811.04289,Coronary Calcium Detection using 3D Attention Identical Dual Deep Network Based on Weakly Supervised Learning,"Yuankai Huo, James G. Terry, Jiachen Wang, Vishwesh Nath, Camilo Bermudez, Shunxing Bao, Prasanna Parvathaneni, J. Jeffery Carr, Bennett A. Landman",November,2018,,CM
1267,arXiv:1811.04256,Scene Text Detection and Recognition: The Deep Learning Era,"Shangbang Long, Xin He, Cong Yao",December,2018,,CM
1268,arXiv:1811.04250,Detecting Work Zones in SHRP 2 NDS Videos Using Deep Learning Based Computer Vision,"Franklin Abodo, Robert Rittmuller, Brian Sumner, Andrew Berthaume",November,2018,,CM
1269,arXiv:1811.04247,Deep Learning Approach for Building Detection in Satellite Multispectral Imagery,"Geesara Prathap, Ilya Afanasyev",November,2018,,CM
1270,arXiv:1811.04241,Breast Cancer Classification from Histopathological Images with Inception Recurrent Residual Convolutional Neural Network,"Md Zahangir Alom, Chris Yakopcic, Tarek M. Taha, Vijayan K. Asari",November,2018,,CM
1271,arXiv:1811.04239,Near Real-Time Data Labeling Using a Depth Sensor for EMG Based Prosthetic Arms,"Geesara Prathap, Titus Nanda Kumara, Roshan Ragel",November,2018,,CM
1272,arXiv:1811.04230,StationPlot: A New Non-stationarity Quantification Tool for Detection of Epileptic Seizures,"Sawon Pratiher, Subhankar Chattoraj, Rajdeep Mukherjee",November,2018,,CM
1273,arXiv:1811.04217,Innovative 3D Depth Map Generation From A Holoscopic 3D Image Based on Graph Cut Technique,"Bodor Almatrouk, Mohammad Rafiq Swash, Abdul Hamid Sadka",November,2018,,CM
1274,arXiv:1811.04208,Image Cartoon-Texture Decomposition Using Isotropic Patch Recurrence,"Ruotao Xu, Yuhui Quan, Yong Xu",November,2018,,CM
1275,arXiv:1811.04199,Fast On-the-fly Retraining-free Sparsification of Convolutional Neural Networks,"Amir H. Ashouri, Tarek S. Abdelrahman, Alwyn Dos Remedios",November,2018,,CM
1276,arXiv:1811.04184,CAPTAIN: Comprehensive Composition Assistance for Photo Taking,"Farshid Farhat, Mohammad Mahdi Kamani, James Z. Wang",November,2018,,CM
1277,arXiv:1811.04179,Mapping Navigation Instructions to Continuous Control Actions with Position-Visitation Prediction,"Valts Blukis, Dipendra Misra, Ross A. Knepper, Yoav Artzi",December,2018,In Conference on Robot Learning (pp. 505-518) (2018),CM
1278,arXiv:1811.04172,Use of Neural Signals to Evaluate the Quality of Generative Adversarial Network Performance in Facial Image Generation,"Zhengwei Wang, Graham Healy, Alan F. Smeaton, Tomas E. Ward",November,2018,,CM
1279,arXiv:1811.04167,Power Normalizing Second-order Similarity Network for Few-shot Learning,"Hongguang Zhang, Piotr Koniusz",November,2018,,CM
1280,arXiv:1811.04129,STA: Spatial-Temporal Attention for Large-Scale Video-based Person Re-Identification,"Yang Fu, Xiaoyang Wang, Yunchao Wei, Thomas Huang",November,2018,,CM
1281,arXiv:1811.04110,Reducing Network Agnostophobia,"Akshay Raj Dhamija, Manuel Gnther, Terrance E. Boult",December,2018,,CM
1282,arXiv:1811.04091,Multiple People Tracking Using Hierarchical Deep Tracklet Re-identification,"Maryam Babaee, Ali Athar, Gerhard Rigoll",November,2018,,CM
1283,arXiv:1811.04047,A Microprocessor implemented in 65nm CMOS with Configurable and Bit-scalable Accelerator for Programmable In-memory Computing,"Hongyang Jia, Yinqi Tang, Hossein Valavi, Jintao Zhang, Naveen Verma",November,2018,,CM
1284,arXiv:1811.04045,Splenomegaly Segmentation on Multi-modal MRI using Deep Convolutional Networks,"Yuankai Huo, Zhoubing Xu, Shunxing Bao, Camilo Bermudez, Hyeonsoo Moon, Prasanna Parvathaneni, Tamara K. Moyo, Michael R. Savona, Albert Assad, Richard G. Abramson, Bennett A. Landman",November,2018,,CM
1285,arXiv:1811.04000,"Identify, locate and separate: Audio-visual object extraction in large video collections using weak supervision","Sanjeel Parekh, Alexey Ozerov, Slim Essid, Ngoc Duong, Patrick Prez, Gal Richard",November,2018,,CM
1286,arXiv:1811.03945,Matrix Recovery with Implicitly Low-Rank Data,"Xingyu Xie, Jianlong Wu, Guangcan Liu, Jun Wang",November,2018,,CM
1287,arXiv:1811.03921,Toward Autonomous Rotation-Aware Unmanned Aerial Grasping,"Shijie Lin, Jinwang Wang, Wen Yang, Guisong Xia",November,2018,,CM
1288,arXiv:1811.03875,Multimodal One-Shot Learning of Speech and Images,"Ryan Eloff, Herman A. Engelbrecht, Herman Kamper",November,2018,,CM
1289,arXiv:1811.03848,An Average of the Human Ear Canal: Recovering Acoustical Properties via Shape Analysis,"Sune Darkner, Stefan Sommer, Andreas Schuhmacher, Henrik Ingerslev Anders O. Baandrup, Carsten Thomsen, Sren Jnsson",November,2018,,CM
1290,arXiv:1811.03830,Image-Level Attentional Context Modeling Using Nested-Graph Neural Networks,"Guillaume Jaume, Behzad Bozorgtabar, Hazim Kemal Ekenel, Jean-Philippe Thiran, Maria Gabrani",November,2018,,CM
1291,arXiv:1811.03818,RoarNet: A Robust 3D Object Detection based on RegiOn Approximation Refinement,"Kiwoo Shin, Youngwook Paul Kwon, Masayoshi Tomizuka",November,2018,,CM
1292,arXiv:1811.03815,Neural Stain Normalization and Unsupervised Classification of Cell Nuclei in Histopathological Breast Cancer Images,"Edwin Yuan, Junkyo Suh",November,2018,,CM
1293,arXiv:1811.03782,A Theoretically Guaranteed Deep Optimization Framework for Robust Compressive Sensing MRI,"Risheng Liu, Yuxi Zhang, Shichao Cheng, Xin Fan, Zhongxuan Luo",November,2018,,CM
1294,arXiv:1811.03773,A Fully Automated System for Sizing Nasal PAP Masks Using Facial Photographs,"Benjamin Johnston, Philip de Chazal",November,2018,,CM
1295,arXiv:1811.03768,M2M-GAN: Many-to-Many Generative Adversarial Transfer Learning for Person Re-Identification,"Wenqi Liang, Guangcong Wang, Jianhuang Lai, Junyong Zhu",November,2018,,CM
1296,arXiv:1811.03762,Typeface Completion with Generative Adversarial Networks,"Yonggyu Park, Junhyun Lee, Yookyung Koh, Inyeop Lee, Jinhyuk Lee, Jaewoo Kang",December,2018,,CM
1297,arXiv:1811.03736,Semantic and Contrast-Aware Saliency,Xiaoshuai Sun,November,2018,,CM
1298,arXiv:1811.03721,Learning Energy Based Inpainting for Optical Flow,"Christoph Vogel, Patrick Knbelreiter, Thomas Pock",November,2018,"Proc. Asian Conf. on Computer Vision (ACCV), 2018",CM
1299,arXiv:1811.03707,Validating Hyperspectral Image Segmentation,"Jakub Nalepa, Michal Myller, Michal Kawulok",November,2018,,CM
1300,arXiv:1811.03695,Deep Learning Predicts Hip Fracture using Confounding Patient and Healthcare Variables,"Marcus A. Badgeley, John R. Zech, Luke Oakden-Rayner, Benjamin S. Glicksberg, Manway Liu, William Gale, Michael V. McConnell, Beth Percha, Thomas M. Snyder, Joel T. Dudley",November,2018,,CM
1301,arXiv:1811.03691,Can Deep Learning Outperform Modern Commercial CT Image Reconstruction Methods?,"Hongming Shan, Atul Padole, Fatemeh Homayounieh, Uwe Kruger, Ruhani Doda Khera, Chayanin Nitiwarangkul, Mannudeep K. Kalra, Ge Wang",November,2018,,CM
1302,arXiv:1811.03680,Gender Effect on Face Recognition for a Large Longitudinal Database,"Caroline Werther, Morgan Ferguson, Kevin Park, Troy Kling, Cuixian Chen, Yishi Wang",November,2018,,CM
1303,arXiv:1811.03621,Satyam: Democratizing Groundtruth for Machine Vision,"Hang Qiu, Krishna Chintalapudi, Ramesh Govindan",November,2018,,CM
1304,arXiv:1811.03601,Deep BV: A Fully Automated System for Brain Ventricle Localization and Segmentation in 3D Ultrasound Images of Embryonic Mice,"Ziming Qiu, Jack Langerman, Nitin Nair, Orlando Aristizabal, Jonathan Mamou, Daniel H. Turnbull, Jeffrey Ketterling, Yao Wang",November,2018,,CM
1305,arXiv:1811.03567,Biologically-plausible learning algorithms can scale to large datasets,"Will Xiao, Honglin Chen, Qianli Liao, Tomaso Poggio",December,2018,,CM
1306,arXiv:1811.03549,An End-to-end Approach to Semantic Segmentation with 3D CNN and Posterior-CRF in Medical Images,"Shuai Chen, Marleen de Bruijne",November,2018,,CM
1307,arXiv:1811.03542,Adaptive Semantic Segmentation with a Strategic Curriculum of Proxy Labels,"Kashyap Chitta, Jianwei Feng, Martial Hebert",November,2018,,CM
1308,arXiv:1811.03535,Learning Dense Stereo Matching for Digital Surface Models from Satellite Imagery,"Wayne Treible, Scott Sorensen, Andrew D. Gilliam, Chandra Kambhamettu, Joseph L. Mundy",December,2018,,CM
1309,arXiv:1811.03492,Triple consistency loss for pairing distributions in GAN-based face synthesis,"Enrique Sanchez, Michel Valstar",November,2018,,CM
1310,arXiv:1811.03478,Multi-view Laplacian Eigenmaps Based on Bag-of-Neighbors For RGBD Human Emotion Recognition,"Shenglan Liu, Shuai Guo, Hong Qiao, Yang Wang, Bin Wang, Wenbo Luo, Mingming Zhang, Keye Zhang, Bixuan Du",November,2018,,CM
1311,arXiv:1811.03456,CAAD 2018: Iterative Ensemble Adversarial Attack,"Jiayang Liu, Weiming Zhang, Nenghai Yu",November,2018,,CM
1312,arXiv:1811.03447,"Microscopic Nuclei Classification, Segmentation and Detection with improved Deep Convolutional Neural Network (DCNN) Approaches","Md Zahangir Alom, Chris Yakopcic, Tarek M. Taha, Vijayan K. Asari",November,2018,,CM
1313,arXiv:1811.03403,ExGate: Externally Controlled Gating for Feature-based Attention in Artificial Neural Networks,"Jarryd Son, Amit Mishra",November,2018,,CM
1314,arXiv:1811.03378,Activation Functions: Comparison of trends in Practice and Research for Deep Learning,"Chigozie Nwankpa, Winifred Ijomah, Anthony Gachagan, Stephen Marshall",November,2018,,CM
1315,arXiv:1811.03343,Repetitive Motion Estimation Network: Recover cardiac and respiratory signal from thoracic imaging,"Xiaoxiao Li, Vivek Singh, Yifan Wu, Klaus Kirchberg, James Duncan, Ankur Kapoor",November,2018,,CM
1316,arXiv:1811.03331,Improving Multi-Person Pose Estimation using Label Correction,"Naoki Kato, Tianqi Li, Kohei Nishino, Yusuke Uchida",November,2018,,CM
1317,arXiv:1811.03305,BAR: Bayesian Activity Recognition using variational inference,"Ranganath Krishnan, Mahesh Subedar, Omesh Tickoo",December,2018,,CM
1318,arXiv:1811.03291,Doc2Im: document to image conversion through self-attentive embedding,Mithun Das Gupta,November,2018,,CM
1319,arXiv:1811.03280,A Retinex-based Image Enhancement Scheme with Noise Aware Shadow-up Function,"Chien Cheng Chien, Yuma Kinoshita, Sayaka Shiota, Hitoshi Kiya",November,2018,,CM
1320,arXiv:1811.03268,Ordinal Regression using Noisy Pairwise Comparisons for Body Mass Index Range Estimation,"Luisa Polania, Dongning Wang, Glenn Fung",November,2018,,CM
1321,arXiv:1811.03264,Calibration Wizard: A Guidance System for Camera Calibration,"Songyou Peng, Peter Sturm",November,2018,,CM
1322,arXiv:1811.03252,Model Selection for Generalized Zero-shot Learning,"Hongguang Zhang, Piotr Koniusz",November,2018,,CM
1323,arXiv:1811.03233,Knowledge Transfer via Distillation of Activation Boundaries Formed by Hidden Neurons,"Byeongho Heo, Minsik Lee, Sangdoo Yun, Jin Young Choi",December,2018,,CM
1324,arXiv:1811.03218,Advanced machine learning informatics modeling using clinical and radiological imaging metrics for characterizing breast tumor characteristics with the OncotypeDX gene array,"Michael A. Jacobs, Christopher Umbricht, Vishwa Parekh, Riham El Khouli, Leslie Cope, Katarzyna J. Macura, Susan Harvey, Antonio C. Wolff",November,2018,,CM
1325,arXiv:1811.03217,RGB-D SLAM in Dynamic Environments Using Points Correlations,"Weichen Dai, Yu Zhang, Ping Li, Zheng Fang",November,2018,,CM
1326,arXiv:1811.03214,Facial Landmark Detection for Manga Images,"Marco Stricker, Olivier Augereau, Koichi Kise, Motoi Iwata",November,2018,,CM
1327,arXiv:1811.03208,Deep Semantic Instance Segmentation of Tree-like Structures Using Synthetic Data,"Kerry Halupka, Rahil Garnavi, Stephen Moore",November,2018,,CM
1328,arXiv:1811.03196,Correlation Filter Selection for Visual Tracking Using Reinforcement Learning,"Yanchun Xie, Jimin Xiao, Kaizhu Huang, Jeyarajan Thiyagalingam, Yao Zhao",November,2018,,CM
1329,arXiv:1811.03188,Solving Jigsaw Puzzles By the Graph Connection Laplacian,"Vahan Huroyan, Gilad Lerman, Hau-Tieng Wu",November,2018,,CM
1330,arXiv:1811.03173,Automatic Thresholding of SIFT Descriptors,Matthew R. Kirchner,November,2018,,CM
1331,arXiv:1811.03157,Forensic Discrimination between Traditional and Compressive Imaging Systems,"Ali Taimori, Farokh Marvasti",November,2018,,CM
1332,arXiv:1811.03151,DragonPaint: Rule based bootstrapping for small data with an application to cartoon coloring,K. Gretchen Greene,November,2018,"In Proceedings of the Fourth International Conference on Predictive Applications and APIs, 82, 1-9, Boston, MA, USA, 2018. PMLR",CM
1333,arXiv:1811.03120,ColorUNet: A convolutional classification approach to colorization,"Vincent Billaut, Matthieu de Rochemonteix, Marc Thibault",November,2018,,CM
1334,arXiv:1811.03066,Prototypical Clustering Networks for Dermatological Disease Diagnosis,"Viraj Prabhu, Anitha Kannan, Murali Ravuri, Manish Chablani, David Sontag, Xavier Amatriain",November,2018,,CM
1335,arXiv:1811.03063,Generative Adversarial Speaker Embedding Networks for Domain Robust End-to-End Speaker Verification,"Gautam Bhattacharya, Joao Monteiro, Jahangir Alam, Patrick Kenny",November,2018,,CM
1336,arXiv:1811.03060,FLOPs as a Direct Optimization Objective for Learning Sparse Neural Networks,"Raphael Tang, Ashutosh Adhikari, Jimmy Lin",November,2018,,CM
1337,arXiv:1811.03055,Adapting End-to-End Neural Speaker Verification to New Languages and Recording Conditions with Adversarial Training,"Gautam Bhattacharya, Jahangir Alam, Patrick Kenny",November,2018,,CM
1338,arXiv:1811.03032,A Holistic Visual Place Recognition Approach using Lightweight CNNs for Severe ViewPoint and Appearance Changes,"Ahmad Khaliq, Shoaib Ehsan, Michael Milford, Klaus McDonald-Maier",November,2018,,CM
1339,arXiv:1811.03014,Beyond the Leaderboard: Insight and Deployment Challenges to Address Research Problems,"Adrienne M. Mendrik, Stephen R. Aylward",October,2018,,CM
1340,arXiv:1811.02949,Instance Retrieval at Fine-grained Level Using Multi-Attribute Recognition,"Roshanak Zakizadeh, Yu Qian, Michele Sasdelli, Eduard Vazquez",November,2018,,CM
1341,arXiv:1811.02946,SurReal: enhancing Surgical simulation Realism using style transfer,"Imanol Luengo, Evangello Flouty, Petros Giataganas, Piyamate Wisanuvej, Jean Nehme, Danail Stoyanov",November,2018,BMVC 2018,CM
1342,arXiv:1811.02928,Emerging Applications of Reversible Data Hiding,"Dongdong Hou, Weiming Zhang, Jiayang Liu, Siyan Zhou, Dongdong Chen, Nenghai Yu",November,2018,,CM
1343,arXiv:1811.02840,Neural Image Compression for Gigapixel Histopathology Image Analysis,"David Tellez, Geert Litjens, Jeroen van der Laak, Francesco Ciompi",November,2018,,CM
1344,arXiv:1811.02804,Image Smoothing via Unsupervised Learning,"Qingnan Fan, Jiaolong Yang, David Wipf, Baoquan Chen, Xin Tong",November,2018,,CM
1345,arXiv:1811.02797,Deep Neural Networks for ECG-free Cardiac Phase and End-Diastolic Frame Detection on Coronary Angiographies,"Costin Ciusdel, Alexandru Turcea, Andrei Puiu, Lucian Itu, Lucian Calmac, Emma Weiss, Cornelia Margineanu, Elisabeta Badila, Martin Berger, Thomas Redel, Tiziano Passerini, Mehmet Gulsun, Puneet Sharma",November,2018,,CM
1346,arXiv:1811.02796,Amalgamating Knowledge towards Comprehensive Classification,"Chengchao Shen, Xinchao Wang, Jie Song, Li Sun, Mingli Song",December,2018,,CM
1347,arXiv:1811.02793,GeoSay: A Geometric Saliency for Extracting Buildings in Remote Sensing Images,"Gui-Song Xia, Jin Huang, Nan Xue, Qikai Lu, Xiaoxiang Zhu",November,2018,,CM
1348,arXiv:1811.02765,Learning to Compose Topic-Aware Mixture of Experts for Zero-Shot Video Captioning,"Xin Wang, Jiawei Wu, Da Zhang, Yu Su, William Yang Wang",November,2018,,CM
1349,arXiv:1811.02759,Learning to Steer by Mimicking Features from Heterogeneous Auxiliary Networks,"Yuenan Hou, Zheng Ma, Chunxiao Liu, Chen Change Loy",November,2018,,CM
1350,arXiv:1811.02746,Component-based Attention for Large-scale Trademark Retrieval,"Osman Tursun, Simon Denman, Sabesan Sivipalan, Sridha Sridharan, Clinton Fookes, Sandra Mau",November,2018,,CM
